### LOVD-version 3000-020 ### Full data download ### To import, do not remove or alter this header ###
# charset = UTF-8

## Genes ## Do not remove or alter this header ##
{{id}}	{{name}}	{{chromosome}}	{{chrom_band}}	{{refseq_genomic}}	{{refseq_UD}}	{{id_hgnc}}	{{id_entrez}}	{{id_omim}}
"12132"	"TIMELESS"	"timeless circadian clock"	"001"	"NM_003920.3"	"NP_003911.2"	"-168"	"4970"	"3627"	"56843200"	"56810157"
"12133"	"TIMM8A"	"transcript variant 1"	"002"	"NM_004085.3"	"NP_004076.1"	"-305"	"1137"	"294"	"100603957"	"100600644"
"12134"	"TIMM8B"	"transcript variant 1"	"001"	"NM_012459.2"	"NP_036591.2"	"-30"	"792"	"297"	"111957522"	"111955524"
"12135"	"TIMM9"	"translocase of inner mitochondrial membrane 9 homolog (yeast)"	"001"	"NM_012460.2"	"NP_036592.1"	"-426"	"652"	"270"	"58894232"	"58875370"
"12136"	"TIMM10"	"translocase of inner mitochondrial membrane 10 homolog (yeast)"	"001"	"NM_012456.2"	"NP_036588.1"	"-147"	"527"	"273"	"57298232"	"57295936"
"12137"	"TIMM17A"	"translocase of inner mitochondrial membrane 17 homolog A (yeast)"	"001"	"NM_006335.2"	"NP_006326.1"	"-36"	"1623"	"516"	"201924619"	"201939789"
"12138"	"TIMM17B"	"transcript variant 2"	"003"	"NM_005834.3"	"NP_005825.1"	"-149"	"801"	"519"	"48755426"	"48750730"
"12139"	"TIMM21"	"translocase of inner mitochondrial membrane 21 homolog (yeast)"	"001"	"NM_014177.2"	"NP_054896.2"	"-298"	"1236"	"747"	"71815746"	"71826204"
"12140"	"TIMM22"	"translocase of inner mitochondrial membrane 22 homolog (yeast)"	"001"	"NM_013337.2"	"NP_037469.2"	"-26"	"1664"	"585"	"900357"	"905407"
"12141"	"TIMM44"	"translocase of inner mitochondrial membrane 44 homolog (yeast)"	"001"	"NM_006351.3"	"NP_006342.2"	"-172"	"1828"	"1359"	"8008708"	"7991603"
"12142"	"TIMM50"	"translocase of inner mitochondrial membrane 50 homolog (S. cerevisiae)"	"001"	"NM_001001563.1"	"NP_001001563.1"	"-133"	"2439"	"1371"	"39971052"	"39981528"
"12143"	"TIMMDC1"	"translocase of inner mitochondrial membrane domain containing 1"	"002"	"NM_016589.3"	"NP_057673.2"	"-213"	"1383"	"858"	"119217368"	"119243128"
"12144"	"TIMP1"	"TIMP metallopeptidase inhibitor 1"	"001"	"NM_003254.2"	"NP_003245.1"	"-192"	"724"	"624"	"47441690"	"47446190"
"12145"	"TIMP3"	"TIMP metallopeptidase inhibitor 3"	"001"	"NM_000362.4"	"NP_000353.1"	"-1186"	"4300"	"636"	"33196802"	"33259028"
"12146"	"TIMP4"	"TIMP metallopeptidase inhibitor 4"	"001"	"NM_003256.3"	"NP_003247.1"	"-511"	"1122"	"675"	"12200851"	"12194568"
"12147"	"TINAG"	"tubulointerstitial nephritis antigen"	"001"	"NM_014464.3"	"NP_055279.3"	"-146"	"1658"	"1431"	"54173203"	"54254950"
"12148"	"TINAGL1"	"transcript variant 1"	"002"	"NM_022164.2"	"NP_071447.1"	"-126"	"2111"	"1404"	"32042086"	"32053287"
"12149"	"TINF2"	"transcript variant 1"	"003"	"NM_001099274.1"	"NP_001092744.1"	"-342"	"1510"	"1356"	"24711880"	"24708849"
"12150"	"TIPARP"	"transcript variant 2"	"001"	"NM_015508.4"	"NP_056323.2"	"-422"	"3613"	"1974"	"156392205"	"156424559"
"12151"	"TIPIN"	"TIMELESS interacting protein"	"001"	"NM_017858.2"	"NP_060328.2"	"-86"	"1194"	"906"	"66649054"	"66629008"
"12152"	"TIPRL"	"TIP41, TOR signaling pathway regulator-like (S. cerevisiae), transcript variant 1"	"001"	"NM_152902.3"	"NP_690866.1"	"-145"	"2887"	"819"	"168148171"	"168171352"
"12153"	"TIRAP"	"transcript variant 2"	"003"	"NM_148910.2"	"NP_683708.1"	"-452"	"767"	"708"	"126152982"	"126163071"
"12154"	"TJP1"	"transcript variant 1"	"008"	"NM_003257.3"	"NP_003248.3"	"-475"	"6690"	"5247"	"30114706"	"29992356"
"12155"	"TJP2"	"transcript variant 2"	"007"	"NM_201629.3"	"NP_963923.1"	"-318"	"3966"	"3132"	"71788971"	"71870124"
"12156"	"TK1"	"thymidine kinase 1, soluble"	"001"	"NM_003258.4"	"NP_003249.3"	"-210"	"1385"	"705"	"76183285"	"76170160"
"12157"	"TKTL1"	"transcript variant 1"	"002"	"NM_012253.3"	"NP_036385.3"	"-186"	"2466"	"1791"	"153524027"	"153558713"
"12158"	"TLCD1"	"transcript variant 1"	"002"	"NM_138463.3"	"NP_612472.1"	"-115"	"906"	"744"	"27053230"	"27051366"
"12159"	"TLCD2"	"TLC domain containing 2"	"001"	"NM_001164407.1"	"NP_001157879.1"	"-126"	"5775"	"795"	"1613662"	"1606084"
"12160"	"TLE1"	"transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila)"	"001"	"NM_005077.3"	"NP_005068.2"	"-441"	"2828"	"2313"	"84303596"	"84198598"
"12161"	"TLE2"	"transducin-like enhancer of split 2 (E(sp1) homolog, Drosophila), transcript variant 1"	"003"	"NM_003260.4"	"NP_003251.2"	"-263"	"2442"	"2232"	"3029165"	"2997636"
"12162"	"TLE4"	"transducin-like enhancer of split 4 (E(sp1) homolog, Drosophila)"	"001"	"NM_007005.3"	"NP_008936.2"	"-828"	"3919"	"2322"	"82186878"	"82341656"
"12163"	"TLE6"	"transducin-like enhancer of split 6 (E(sp1) homolog, Drosophila), transcript variant 2"	"001"	"NM_024760.2"	"NP_079036.1"	"-400"	"1530"	"1350"	"2977536"	"2995182"
"12164"	"TLK1"	"transcript variant 1"	"002"	"NM_012290.4"	"NP_036422.3"	"-472"	"5258"	"2301"	"172017410"	"171847333"
"12165"	"TLK2"	"transcript variant A"	"004"	"NM_006852.3"	"NP_006843.2"	"-271"	"5169"	"2253"	"60556386"	"60692842"
"12166"	"TLL1"	"transcript variant 2"	"003"	"NM_001204760.1"	"NP_001191689.1"	"-647"	"1665"	"1179"	"166794410"	"166952111"
"12167"	"TLL2"	"tolloid-like 2"	"001"	"NM_012465.3"	"NP_036597.1"	"-241"	"6530"	"3048"	"98273683"	"98124363"
"12168"	"TLR1"	"toll-like receptor 1"	"002"	"NM_003263.3"	"NP_003254.2"	"-274"	"2577"	"2361"	"38806412"	"38797876"
"12169"	"TLR2"	"toll-like receptor 2"	"005"	"NM_003264.3"	"NP_003255.2"	"-219"	"3184"	"2355"	"154605441"	"154627243"
"12170"	"TLR3"	"toll-like receptor 3"	"001"	"NM_003265.2"	"NP_003256.1"	"-101"	"2940"	"2715"	"186990309"	"187006252"
"12171"	"TLR6"	"toll-like receptor 6"	"001"	"NM_006068.4"	"NP_006059.2"	"-121"	"5770"	"2391"	"38858438"	"38825325"
"12172"	"TLR7"	"toll-like receptor 7"	"001"	"NM_016562.3"	"NP_057646.1"	"-139"	"4853"	"3150"	"12885202"	"12908480"
"12173"	"TLR8"	"toll-like receptor 8"	"001"	"NM_138636.4"	"NP_619542.1"	"-87"	"4129"	"3126"	"12924739"	"12941288"
"12174"	"TLR9"	"toll-like receptor 9"	"001"	"NM_017442.3"	"NP_059138.1"	"-634"	"3236"	"3099"	"52260179"	"52255096"
"12175"	"TLR10"	"transcript variant 2"	"001"	"NM_001017388.2"	"NP_001017388.1"	"-132"	"3352"	"2436"	"38784611"	"38773860"
"12176"	"TLX1"	"transcript variant 1"	"002"	"NM_005521.3"	"NP_005512.1"	"-238"	"1869"	"993"	"102891061"	"102897546"
"12177"	"TLX1NB"	"TLX1 neighbor"	"001"	"NM_001085398.1"	"NP_001078867.1"	"-1297"	"585"	"369"	"102890903"	"102849078"
"12178"	"TLX2"	"T-cell leukemia homeobox 2"	"002"	"NM_016170.4"	"NP_057254.1"	"-338"	"1814"	"855"	"74741596"	"74744275"
"12179"	"TLX3"	"T-cell leukemia homeobox 3"	"001"	"NM_021025.2"	"NP_066305.2"	"-82"	"1411"	"876"	"170736288"	"170739138"
"12180"	"TM2D1"	"TM2 domain containing 1"	"001"	"NM_032027.2"	"NP_114416.1"	"-303"	"947"	"624"	"62191095"	"62146719"
"12181"	"TM2D2"	"transcript variant 2"	"004"	"NM_031940.3"	"NP_114146.3"	"-601"	"3040"	"516"	"38854041"	"38846327"
"12182"	"TM2D3"	"transcript variant 1"	"004"	"NM_078474.2"	"NP_510883.2"	"-30"	"1377"	"744"	"102192594"	"102182049"
"12183"	"TM4SF1"	"transmembrane 4 L six family member 1"	"001"	"NM_014220.2"	"NP_055035.1"	"-234"	"1457"	"609"	"149095568"	"149086805"
"12184"	"TM4SF4"	"transmembrane 4 L six family member 4"	"001"	"NM_004617.3"	"NP_004608.1"	"-297"	"1310"	"609"	"149192368"	"149221181"
"12185"	"TM4SF5"	"transmembrane 4 L six family member 5"	"001"	"NM_003963.2"	"NP_003954.2"	"-31"	"677"	"594"	"4675187"	"4686506"
"12186"	"TM4SF18"	"transcript variant 1"	"001"	"NM_138786.3"	"NP_620141.1"	"-266"	"3586"	"606"	"149051548"	"149036285"
"12187"	"TM4SF19"	"transcript variant 1"	"003"	"NM_138461.3"	"NP_612470.2"	"-158"	"901"	"630"	"196065291"	"196050417"
"12188"	"TM4SF20"	"transmembrane 4 L six family member 20"	"001"	"NM_024795.3"	"NP_079071.2"	"-38"	"2258"	"690"	"228244022"	"228226872"
"12189"	"TM6SF2"	"transmembrane 6 superfamily member 2"	"002"	"NM_001001524.2"	"NP_001001524.2"	"-50"	"1433"	"1134"	"19384074"	"19375174"
"12190"	"TM7SF3"	"transmembrane 7 superfamily member 3"	"001"	"NM_016551.2"	"NP_057635.1"	"-238"	"4108"	"1713"	"27167339"	"27124503"
"12191"	"TM9SF1"	"transcript variant 1"	"003"	"NM_006405.5"	"NP_006396.2"	"-348"	"2089"	"1821"	"24664882"	"24658353"
"12192"	"TM9SF4"	"transmembrane 9 superfamily protein member 4"	"001"	"NM_014742.3"	"NP_055557.2"	"-235"	"3743"	"1929"	"30697309"	"30755061"
"12193"	"TMA7"	"translation machinery associated 7 homolog (S. cerevisiae)"	"001"	"NM_015933.3"	"NP_057017.1"	"-21"	"442"	"195"	"48481686"	"48485537"
"12194"	"TMBIM1"	"transmembrane BAX inhibitor motif containing 1"	"001"	"NM_022152.4"	"NP_071435.2"	"-132"	"2217"	"936"	"219157280"	"219138917"
"12195"	"TMBIM6"	"transcript variant 1"	"001"	"NM_003217.2"	"NP_003208.2"	"-132"	"2752"	"714"	"50135293"	"50158717"
"12196"	"TMC1"	"transmembrane channel-like 1"	"001"	"NM_138691.2"	"NP_619636.2"	"-540"	"2661"	"2283"	"75136717"	"75451267"
"12197"	"TMC2"	"transmembrane channel-like 2"	"001"	"NM_080751.2"	"NP_542789.2"	"-15"	"3154"	"2721"	"2517253"	"2622430"
"12198"	"TMC3"	"transmembrane channel-like 3"	"001"	"NM_001080532.1"	"NP_001074001.1"	"1"	"3303"	"3303"	"81666418"	"81624760"
"12199"	"TMC4"	"transcript variant 1"	"002"	"NM_001145303.1"	"NP_001138775.1"	"-132"	"2349"	"2139"	"54676944"	"54663833"
"12200"	"TMC5"	"transcript variant 3"	"005"	"NM_024780.4"	"NP_079056.2"	"-257"	"3430"	"2283"	"19467772"	"19510435"
"12201"	"TMC7"	"transcript variant 1"	"001"	"NM_024847.3"	"NP_079123.3"	"-130"	"4271"	"2172"	"18995256"	"19075264"
"12202"	"TMC8"	"transmembrane channel-like 8"	"003"	"NM_152468.4"	"NP_689681.2"	"-382"	"4037"	"2181"	"76126859"	"76139049"
"12203"	"TMCC2"	"transcript variant 1"	"001"	"NM_014858.3"	"NP_055673.2"	"-655"	"3349"	"2130"	"205197038"	"205242471"
"12204"	"TMCC3"	"transmembrane and coiled-coil domain family 3"	"001"	"NM_020698.2"	"NP_065749.2"	"-118"	"5745"	"1434"	"95044324"	"94960900"
"12205"	"TMCO2"	"transmembrane and coiled-coil domains 2"	"001"	"NM_001008740.3"	"NP_001008740.1"	"-93"	"648"	"549"	"40713573"	"40717365"
"12206"	"TMCO4"	"transmembrane and coiled-coil domains 4"	"003"	"NM_181719.4"	"NP_859070.3"	"-242"	"2732"	"1905"	"20126410"	"20008706"
"12207"	"TMCO5A"	"transmembrane and coiled-coil domains 5A"	"002"	"NM_152453.2"	"NP_689666.2"	"-103"	"1055"	"867"	"38227457"	"38243623"
"12208"	"TMCO5B"	"transmembrane and coiled-coil domains 5B, pseudogene"	"001"	"NR_046005.1"	""	"1"	"857"	"857"	"33539756"	"33528677"
"12209"	"TMED2"	"transmembrane emp24 domain trafficking protein 2"	"001"	"NM_006815.3"	"NP_006806.1"	"-108"	"2018"	"606"	"124069076"	"124082688"
"12210"	"TMED4"	"transmembrane emp24 protein transport domain containing 4"	"002"	"NM_182547.2"	"NP_872353.2"	"-22"	"1000"	"684"	"44621827"	"44618762"
"12211"	"TMED6"	"transmembrane emp24 protein transport domain containing 6"	"001"	"NM_144676.3"	"NP_653277.2"	"-56"	"884"	"723"	"69385712"	"69377149"
"12212"	"TMED7"	"transmembrane emp24 protein transport domain containing 7"	"001"	"NM_181836.5"	"NP_861974.1"	"-387"	"3676"	"675"	"114961876"	"114948905"
"12213"	"TMED7-TICAM2"	"transcript variant 1"	"001"	"NM_001164468.2"	"NP_001157940.1"	"-387"	"3122"	"1215"	"114961876"	"114914339"
"12214"	"TMED8"	"transmembrane emp24 protein transport domain containing 8"	"002"	"NM_213601.1"	"NP_998766.1"	"1"	"978"	"978"	"77843396"	"77808114"
"12215"	"TMED9"	"transmembrane emp24 protein transport domain containing 9"	"001"	"NM_017510.4"	"NP_059980.2"	"-3"	"1399"	"708"	"177019213"	"177023108"
"12216"	"TMED10"	"transmembrane emp24-like trafficking protein 10 (yeast)"	"001"	"NM_006827.5"	"NP_006818.3"	"-67"	"4077"	"660"	"75643349"	"75598171"
"12217"	"TMED10P1"	"transmembrane emp24-like trafficking protein 10 (yeast) pseudogene 1"	"001"	"NR_002807.3"	""	"1"	"4033"	"4033"	"146220251"	"146224283"
"12218"	"TMEFF1"	"transmembrane protein with EGF-like and two follistatin-like domains 1"	"001"	"NM_003692.4"	"NP_003683.2"	"-307"	"2179"	"1143"	"103235520"	"103339918"
"12219"	"TMEFF2"	"transmembrane protein with EGF-like and two follistatin-like domains 2"	"004"	"NM_016192.2"	"NP_057276.2"	"-394"	"1419"	"1125"	"193059644"	"192814743"
"12220"	"TMEM2"	"transcript variant 1"	"003"	"NM_013390.2"	"NP_037522.1"	"-540"	"5983"	"4152"	"74383800"	"74298282"
"12221"	"TMEM8A"	"transmembrane protein 8A"	"001"	"NM_021259.2"	"NP_067082.2"	"-129"	"3527"	"2316"	"431950"	"420776"
"12222"	"TMEM8B"	"transcript variant 3"	"003"	"NM_016446.3"	"NP_057530.2"	"-1094"	"1059"	"1017"	"35829222"	"35847232"
"12223"	"TMEM8C"	"transmembrane protein 8C"	"001"	"NM_001080483.2"	"NP_001073952.1"	"-102"	"716"	"666"	"136390068"	"136379708"
"12224"	"TMEM9B"	"TMEM9 domain family, member B"	"001"	"NM_020644.1"	"NP_065695.1"	"-129"	"1624"	"597"	"8985989"	"8968840"
"12225"	"TMEM11"	"transcript variant 1"	"001"	"NM_003876.2"	"NP_003867.1"	"-443"	"953"	"579"	"21117908"	"21101263"
"12226"	"TMEM14A"	"transmembrane protein 14A"	"001"	"NM_014051.3"	"NP_054770.1"	"-176"	"839"	"300"	"52535884"	"52551386"
"12227"	"TMEM14B"	"transcript variant 1"	"001"	"NM_030969.3"	"NP_112231.3"	"-164"	"808"	"345"	"10747995"	"10757214"
"12228"	"TMEM14C"	"transcript variant 2"	"002"	"NM_016462.3"	"NP_057546.1"	"-371"	"802"	"339"	"10723148"	"10731362"
"12229"	"TMEM17"	"transmembrane protein 17"	"001"	"NM_198276.2"	"NP_938017.2"	"-340"	"1585"	"597"	"62733604"	"62727356"
"12230"	"TMEM18"	"transmembrane protein 18"	"003"	"NM_152834.2"	"NP_690047.2"	"-94"	"2030"	"423"	"677439"	"667973"
"12231"	"TMEM19"	"transmembrane protein 19"	"001"	"NM_018279.3"	"NP_060749.2"	"-583"	"4076"	"1011"	"72079878"	"72097840"
"12232"	"TMEM25"	"transcript variant 1"	"003"	"NM_032780.3"	"NP_116169.2"	"-174"	"2356"	"1101"	"118401803"	"118406550"
"12233"	"TMEM26"	"transmembrane protein 26"	"001"	"NM_178505.6"	"NP_848600.2"	"-369"	"4786"	"1107"	"63213208"	"63166401"
"12234"	"TMEM30A"	"transcript variant 1"	"002"	"NM_018247.3"	"NP_060717.1"	"-278"	"4266"	"1086"	"75994632"	"75962638"
"12235"	"TMEM30B"	"transmembrane protein 30B"	"001"	"NM_001017970.2"	"NP_001017970.1"	"-665"	"3778"	"1056"	"61748530"	"61744088"
"12236"	"TMEM31"	"transmembrane protein 31"	"001"	"NM_182541.2"	"NP_872347.2"	"-191"	"541"	"507"	"102965837"	"102968960"
"12237"	"TMEM33"	"transmembrane protein 33"	"001"	"NM_018126.2"	"NP_060596.2"	"-365"	"7352"	"744"	"41937137"	"41962824"
"12238"	"TMEM37"	"transmembrane protein 37"	"003"	"NM_183240.2"	"NP_899063.2"	"-34"	"1653"	"573"	"120189446"	"120196096"
"12239"	"TMEM38A"	"transmembrane protein 38A"	"001"	"NM_024074.1"	"NP_076979.1"	"-91"	"1548"	"900"	"16771938"	"16799830"
"12240"	"TMEM39B"	"transmembrane protein 39B"	"001"	"NM_018056.2"	"NP_060526.2"	"-146"	"1672"	"1479"	"32538503"	"32568467"
"12241"	"TMEM40"	"transmembrane protein 40"	"001"	"NM_018306.2"	"NP_060776.2"	"-127"	"1583"	"702"	"12800808"	"12775392"
"12242"	"TMEM41A"	"transmembrane protein 41A"	"001"	"NM_080652.3"	"NP_542383.1"	"-96"	"2731"	"795"	"185216845"	"185207389"
"12243"	"TMEM42"	"transmembrane protein 42"	"001"	"NM_144638.1"	"NP_653239.1"	"-9"	"964"	"480"	"44903408"	"44907156"
"12244"	"TMEM43"	"transmembrane protein 43"	"001"	"NM_024334.2"	"NP_077310.1"	"-254"	"3088"	"1203"	"14166440"	"14185180"
"12245"	"TMEM44"	"transcript variant 1"	"003"	"NM_138399.4"	"NP_612408.3"	"-206"	"2173"	"1317"	"194354150"	"194308402"
"12246"	"TMEM44-AS1"	"transcript variant 1"	"001"	"NR_047573.1"	""	"1"	"1434"	"1434"	"194304997"	"194311561"
"12247"	"TMEM45A"	"transmembrane protein 45A"	"001"	"NM_018004.1"	"NP_060474.1"	"-313"	"1251"	"828"	"100211463"	"100296285"
"12248"	"TMEM45B"	"transmembrane protein 45B"	"002"	"NM_138788.3"	"NP_620143.1"	"-61"	"2146"	"828"	"129685741"	"129729898"
"12249"	"TMEM47"	"transmembrane protein 47"	"001"	"NM_031442.3"	"NP_113630.1"	"-259"	"3795"	"546"	"34675405"	"34645181"
"12250"	"TMEM50A"	"transmembrane protein 50A"	"001"	"NM_014313.3"	"NP_055128.1"	"-172"	"2130"	"474"	"25664789"	"25688852"
"12251"	"TMEM50B"	"transcript variant 2"	"001"	"NR_040016.1"	""	"1"	"3127"	"3127"	"34852316"	"34804793"
"12252"	"TMEM51"	"transcript variant 4"	"005"	"NM_018022.2"	"NP_060492.1"	"-415"	"1497"	"762"	"15480229"	"15546974"
"12253"	"TMEM52"	"transmembrane protein 52"	"001"	"NM_178545.3"	"NP_848640.1"	"-36"	"922"	"630"	"1850740"	"1849029"
"12254"	"TMEM53"	"transmembrane protein 53"	"005"	"NM_024587.2"	"NP_078863.2"	"-36"	"1564"	"834"	"45140099"	"45119501"
"12255"	"TMEM54"	"transmembrane protein 54"	"004"	"NM_033504.2"	"NP_277039.1"	"-114"	"879"	"669"	"33366953"	"33360196"
"12256"	"TMEM55A"	"transmembrane protein 55A"	"001"	"NM_018710.2"	"NP_061180.1"	"-226"	"2180"	"774"	"92053203"	"92006499"
"12257"	"TMEM55B"	"transcript variant 2"	"001"	"NM_144568.2"	"NP_653169.2"	"-153"	"1540"	"834"	"20929637"	"20926012"
"12258"	"TMEM57"	"transmembrane protein 57"	"001"	"NM_018202.4"	"NP_060672.2"	"-202"	"3738"	"1995"	"25757388"	"25826700"
"12259"	"TMEM59"	"transmembrane protein 59"	"003"	"NM_004872.3"	"NP_004863.2"	"-250"	"1446"	"972"	"54519111"	"54497349"
"12260"	"TMEM59L"	"transmembrane protein 59-like"	"001"	"NM_012109.2"	"NP_036241.1"	"-87"	"1532"	"1029"	"18723682"	"18731849"
"12261"	"TMEM60"	"transmembrane protein 60"	"001"	"NM_032936.3"	"NP_116325.1"	"-227"	"646"	"402"	"77427747"	"77423045"
"12262"	"TMEM61"	"transmembrane protein 61"	"002"	"NM_182532.1"	"NP_872338.1"	"-274"	"823"	"633"	"55446465"	"55457966"
"12263"	"TMEM62"	"transmembrane protein 62"	"001"	"NM_024956.3"	"NP_079232.3"	"-279"	"2490"	"1932"	"43425722"	"43477342"
"12264"	"TMEM63A"	"transmembrane protein 63A"	"001"	"NM_014698.2"	"NP_055513.2"	"-622"	"3831"	"2424"	"226070420"	"226033233"
"12265"	"TMEM63B"	"transmembrane protein 63B"	"004"	"NM_018426.1"	"NP_060896.1"	"-64"	"3135"	"2499"	"44095376"	"44123256"
"12266"	"TMEM64"	"transcript variant 1"	"002"	"NM_001008495.3"	"NP_001008495.2"	"1"	"4819"	"1143"	"91658133"	"91634223"
"12267"	"TMEM65"	"transmembrane protein 65"	"001"	"NM_194291.2"	"NP_919267.2"	"-542"	"3765"	"723"	"125384940"	"125323159"
"12268"	"TMEM68"	"transmembrane protein 68"	"003"	"NM_152417.1"	"NP_689630.1"	"-172"	"2145"	"774"	"56685885"	"56651320"
"12269"	"TMEM69"	"transmembrane protein 69"	"001"	"NM_016486.3"	"NP_057570.2"	"-196"	"1275"	"744"	"46153847"	"46160108"
"12270"	"TMEM72"	"transmembrane protein 72"	"001"	"NM_001123376.1"	"NP_001116848.1"	"-197"	"888"	"828"	"45406764"	"45430642"
"12271"	"TMEM72-AS1"	"TMEM72 antisense RNA 1"	"002"	"NR_033842.1"	""	"1"	"3300"	"3300"	"45455137"	"45306472"
"12272"	"TMEM74B"	"transmembrane protein 74B"	"003"	"NM_018354.1"	"NP_060824.1"	"-672"	"1048"	"771"	"1165117"	"1161215"
"12273"	"TMEM81"	"transmembrane protein 81"	"001"	"NM_203376.1"	"NP_976310.1"	"-140"	"1192"	"768"	"205053588"	"205052257"
"12274"	"TMEM86B"	"transmembrane protein 86B"	"001"	"NM_173804.4"	"NP_776165.3"	"-523"	"1228"	"681"	"55740632"	"55738002"
"12275"	"TMEM87A"	"transcript variant 1"	"001"	"NM_015497.3"	"NP_056312.2"	"-159"	"2848"	"1668"	"42565755"	"42502726"
"12276"	"TMEM87B"	"transmembrane protein 87B"	"001"	"NM_032824.2"	"NP_116213.1"	"-369"	"4843"	"1668"	"112812800"	"112876895"
"12277"	"TMEM88"	"transmembrane protein 88"	"003"	"NM_203411.1"	"NP_981956.1"	"-9"	"865"	"480"	"7758384"	"7759417"
"12278"	"TMEM88B"	"transmembrane protein 88B"	"001"	"NM_001146685.1"	"NP_001140157.1"	"1"	"492"	"492"	"1361508"	"1363167"
"12279"	"TMEM89"	"transmembrane protein 89"	"001"	"NM_001008269.1"	"NP_001008270.1"	"1"	"480"	"480"	"48659189"	"48658275"
"12280"	"TMEM91"	"transcript variant 2"	"008"	"NM_001042595.2"	"NP_001036060.1"	"-89"	"883"	"420"	"41883169"	"41889988"
"12281"	"TMEM92"	"transcript variant 1"	"002"	"NM_153229.2"	"NP_694961.2"	"-75"	"2657"	"480"	"48351788"	"48358846"
"12282"	"TMEM95"	"transmembrane protein 95"	"001"	"NM_198154.1"	"NP_937797.1"	"-27"	"1142"	"555"	"7258497"	"7260538"
"12283"	"TMEM97"	"transmembrane protein 97"	"001"	"NM_014573.2"	"NP_055388.2"	"-145"	"2423"	"531"	"26646121"	"26655711"
"12284"	"TMEM98"	"transcript variant 1"	"001"	"NM_015544.2"	"NP_056359.2"	"-458"	"1337"	"681"	"31254928"	"31268667"
"12285"	"TMEM99"	"transcript variant 2"	"002"	"NM_145274.3"	"NP_660317.2"	"-307"	"1758"	"777"	"38975374"	"38992526"
"12286"	"TMEM100"	"transcript variant 2"	"002"	"NM_018286.2"	"NP_060756.2"	"-311"	"1444"	"405"	"53800225"	"53796988"
"12287"	"TMEM101"	"transmembrane protein 101"	"002"	"NM_032376.2"	"NP_115752.1"	"-25"	"1514"	"774"	"42092345"	"42088556"
"12288"	"TMEM102"	"transmembrane protein 102"	"001"	"NM_178518.2"	"NP_848613.1"	"-273"	"1700"	"1527"	"7338762"	"7340998"
"12289"	"TMEM105"	"transmembrane protein 105"	"001"	"NM_178520.3"	"NP_848615.1"	"-550"	"2771"	"390"	"79304474"	"79285070"
"12290"	"TMEM106A"	"transmembrane protein 106A"	"005"	"NM_145041.1"	"NP_659478.1"	"-237"	"2558"	"789"	"41363894"	"41371589"
"12291"	"TMEM106C"	"transcript variant 2"	"003"	"NM_024056.3"	"NP_076961.1"	"-115"	"1402"	"753"	"48357330"	"48362661"
"12292"	"TMEM107"	"transcript variant 1"	"002"	"NM_032354.3"	"NP_115730.2"	"-110"	"1666"	"441"	"8079714"	"8076296"
"12293"	"TMEM108"	"transcript variant 1"	"001"	"NM_023943.2"	"NP_076432.1"	"-274"	"3517"	"1728"	"132757171"	"133116619"
"12294"	"TMEM109"	"transmembrane protein 109"	"002"	"NM_024092.2"	"NP_076997.1"	"-378"	"2010"	"732"	"60681371"	"60690915"
"12295"	"TMEM110"	"transmembrane protein 110"	"001"	"NM_198563.2"	"NP_940965.1"	"-131"	"4623"	"885"	"52931597"	"52870772"
"12296"	"TMEM115"	"transmembrane protein 115"	"001"	"NM_007024.4"	"NP_008955.1"	"-445"	"1650"	"1056"	"50396939"	"50392180"
"12297"	"TMEM116"	"transcript variant 3"	"001"	"NM_138341.2"	"NP_612350.1"	"-463"	"1077"	"738"	"112451023"	"112369086"
"12298"	"TMEM119"	"transmembrane protein 119"	"001"	"NM_181724.2"	"NP_859075.2"	"-163"	"2538"	"852"	"108991894"	"108983622"
"12299"	"TMEM120A"	"transmembrane protein 120A"	"001"	"NM_031925.2"	"NP_114131.1"	"-104"	"1367"	"1032"	"75623992"	"75616155"
"12300"	"TMEM121"	"transmembrane protein 121"	"001"	"NM_025268.2"	"NP_079544.1"	"-151"	"1368"	"960"	"105992953"	"105996539"
"12301"	"TMEM123"	"transmembrane protein 123"	"001"	"NM_052932.2"	"NP_443164.2"	"-421"	"3169"	"627"	"102323775"	"102267056"
"12302"	"TMEM125"	"transmembrane protein 125"	"001"	"NM_144626.2"	"NP_653227.1"	"-506"	"1280"	"660"	"43735665"	"43739673"
"12303"	"TMEM126A"	"transcript variant 1"	"001"	"NM_032273.3"	"NP_115649.1"	"-178"	"640"	"588"	"85358963"	"85367597"
"12304"	"TMEM126B"	"transcript variant 1"	"004"	"NM_018480.4"	"NP_060950.3"	"-35"	"1003"	"693"	"85339617"	"85347583"
"12305"	"TMEM127"	"transcript variant 1"	"002"	"NM_017849.3"	"NP_060319.1"	"-276"	"4317"	"717"	"96931751"	"96915946"
"12306"	"TMEM128"	"transmembrane protein 128"	"002"	"NM_032927.2"	"NP_116316.1"	"-582"	"1150"	"426"	"4249934"	"4237269"
"12307"	"TMEM129"	"transmembrane protein 129, transcript variant 2"	"001"	"NM_138385.3"	"NP_612394.1"	"-520"	"2157"	"699"	"1723084"	"1717679"
"12308"	"TMEM130"	"transcript variant 2"	"002"	"NM_152913.2"	"NP_690877.1"	"-189"	"2840"	"1272"	"98467673"	"98444111"
